"Id","CAS","SMILES","Status","Experimental_value","Predicted value","BINARY Predicted value","BINARY with unpredicted"
"1104","555-16-8","O=Cc1ccc(cc1)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1105","102-06-7","N=C(Nc1ccccc1)Nc2ccccc2","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1109","303-45-7","O=Cc1c(O)c(O)c(c2cc(c(c(O)c12)c3c(O)c4c(C=O)c(O)c(O)c(c4(cc3C))C(C)C)C)C(C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1110","41340-36-7","OCCc2c[nH]c1c2(cccc1CC)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1111","1506-02-1","O=C(c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1112","81-61-8","O=C1c3ccc(O)c(O)c3(C(=O)c2c(O)ccc(O)c12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1127","20927-95-1","O=[N+]([O-])c2ccc3oc1ccccc1c3(c2)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1128","3764-01-0","n1c(nc(cc1Cl)Cl)Cl","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1129","84-56-0","n2cccc3ccc1cc4ccccc4(cc1c23)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1130","119-75-5","O=[N+]([O-])c2ccccc2(Nc1ccccc1)","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1131","82789-18-2","O=C(O)C4NC(c1ccccc1)c3[nH]c2ccccc2c3C4","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1114","117-79-3","O=C1c3ccccc3(C(=O)c2cc(N)ccc12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1116","61499-28-3","O=NN(CC(=O)C)CC(O)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1117","130933-91-4","OC4c2ccc1c6C=Cc5cccc(cc1c2C3OC3C4(O))c56","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1118","63358-49-6","O=C(O)C3N2C(=O)C(NC(=O)C(NC(=O)C(N)CC(=O)NC)c1ccc(O)cc1)C2SC3(C)(C)","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1119","52315-07-8","N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1120","1904-98-9","n1c[nH]c2nc(nc(N)c12)N","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1122","2835-39-4","O=C(OCC=C)CC(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1123","1551-44-6","O=C(OC1CCCCC1)CCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1133","66789-78-4","O=C(O)C(NC(=O)COc1cc(c(cc1Cl)Cl)Cl)CC(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1134","771-97-1","Nc1cc2ccccc2(cc1(N))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1135","133-32-4","O=C(O)CCCc2c[nH]c1ccccc12","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1136","635-27-8","n1cccc2c1cccc2Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1139","31431-39-7","O=C(OC)Nc1nc2cc(ccc2([nH]1))C(=O)c3ccccc3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1140","17241-59-7","O=C1c3ccccc3(C(=O)c2cc(ccc12)CO)","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1143","7226-23-5","O=C1N(C)CCCN1C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1144","52-86-8","O=C(c1ccc(F)cc1)CCCN3CCC(O)(c2ccc(cc2)Cl)CC3","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1147","117823-31-1","O=CC(=C(C(=O)O)Cl)C(Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1148","7496-02-8","O=[N+]([O-])c2cc3c4ccccc4(ccc3(c1ccccc12))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1149","732-11-6","O=C1c2ccccc2(C(=O)N1CSP(OC)(OC)=S)","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1150","106807-80-1","O=C(NC)N(O)C(=O)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1151","65734-38-5","O=C(NNc1ccc(cc1)CO)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1153","148-79-8","n1cscc1c2nc3ccccc3([nH]2)","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1154","464-43-7","OC1CC2CCC1(C)C2(C)(C)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1155","1774-66-9","O=C(C=Cc1ccc(cc1)Br)c2ccccc2","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1156","4016-11-9","O(CC)CC1OC1","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1157","999-55-3","O=C(OCC=C)C=C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1158","646-14-0","O=[N+]([O-])CCCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1159","33804-48-7","O=C(N(c2ccc(N=Nc1ccc(cc1)N(C)C)cc2)C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1160","121-75-5","O=C(OCC)CC(C(=O)OCC)SP(OC)(OC)=S","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1163","4437-51-8","O=C(C(=O)CC)CC","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1164","75-75-2","O=S(=O)(O)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1167","38915-58-1","n3cccc4ccc2c(nc1ccccc1c2(NCCCNCCCl))c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1168","10453-89-1","O=C(O)C1C(C=C(C)C)C1(C)(C)","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1171","580-15-4","n1cccc2cc(N)ccc12","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1173","2657-25-2","O=C(C=Cc1ccccc1)c2ccc(O)cc2","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1174","74-95-3","C(Br)Br","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1175","619-25-0","O=[N+]([O-])c1cccc(c1)CO","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1176","72-14-0","O=S(=O)(Nc1nccs1)c2ccc(N)cc2","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1177","7203-89-6","N(=NN(C)C)c1ccc(cc1)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1178","112022-09-0","O=C(NCCN(C)C)C1=CC=CN2C(=O)c3ccccc3(N=C12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1179","51410-45-8","O(c1ccc(cc1)CC2OC2)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1180","1769-41-1","O=C(C=NO)Nc1ccccc1","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1181","142713-65-3","O=C(NCc1ccc(OC)c(OC)c1)C(C)Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1182","13014-24-9","c1cc(c(cc1C(Cl)(Cl)Cl)Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1183","1107-26-2","O=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CCCC1(C)C)C)C)C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1184","1594-56-5","N#CSc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1185","499-75-2","Oc1cc(ccc1C)C(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1186","553-26-4","n1ccc(cc1)c2ccncc2","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1187","37364-66-2","O=C(O)c6nc(c5nc(CCNC(=O)C(NC(=O)C(C)C(O)C(NC(=O)C(NC(=O)c1nc(nc(N)c1C)C(NCC(N)C(=O)N)CC(=O)N)C(OC3OC(CO)C(O)C(O)C3(OC2OC(CO)C(O)C(OC(=O)N)C2(O)))c4nc[nH]c4)C)C(O)C)sc5)sc6","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1189","100-16-3","O=[N+]([O-])c1ccc(cc1)NN","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1190","54-16-0","O=C(O)Cc2c[nH]c1ccc(O)cc12","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1191","125974-06-3","O=C1OC(O)C(=C1)CCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1192","6197-30-4","N#CC(C(=O)OCC(CC)CCCC)=C(c1ccccc1)c2ccccc2","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1193","2475-45-8","O=C1c3c(N)ccc(N)c3(C(=O)c2c(N)ccc(N)c12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1194","6237-24-7","O=[N+]([O-])c3ccc2c(nc1ccccc1c2(NCCCN(C)C))c3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1195","1162-65-8","O=C4Oc2c(c(OC)cc1OC3OC=CC3(c12))C5=C4C(=O)CC5","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1199","51568-18-4","O=C(O)CCC(=O)CC(=O)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1200","420-12-2","C1CS1","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1201","496-14-0","O2Cc1ccccc1C2","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1202","65271-80-9","O=C1c3c(O)ccc(O)c3(C(=O)c2c(ccc(NCCNCCO)c12)NCCNCCO)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1204","331-39-5","O=C(O)C=Cc1ccc(O)c(O)c1","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1205","130-26-7","Oc2c1ncccc1c(cc2I)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1206","146795-46-2","O=C(Nc1ccccc1[N+](=O)[O-])c2cc([N+](=O)[O-])sc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1207","99-54-7","O=[N+]([O-])c1ccc(c(c1)Cl)Cl","Training","Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1209","38083-17-9","O=C(C(Oc1ccc(cc1)Cl)n2cncc2)C(C)(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1210","963-89-3","n3c1ccc(cc1c(c4ccc2ccccc2c34)C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1211","610-48-0","c2ccc3cc1c(cccc1C)cc3(c2)","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1212","149-29-1","O=C1OC2=CCOC(O)C2(=C1)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1213","215-58-7","c2ccc3cc4c5ccccc5(c1ccccc1c4(cc3(c2)))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1214","58086-32-1","O=C(OC)c2cccc1Oc4c(C(=O)c12)c(OC)cc3OC5OC=CC5(c34)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1215","641-38-3","O=C2Oc1cc(O)cc(c1c3cc(O)cc(O)c23)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1216","27532-75-8","c1ccc3c(c1)cc2ccc(cc2c3C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1217","2358-84-1","O=C(OCCOCCOC(=O)C(=C)C)C(=C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1218","123-05-7","O=CC(CC)CCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1220","58-93-5","O=S(=O)(N)c1cc2c(cc1Cl)NCNS2(=O)(=O)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1222","2457-47-8","n1cc(cc(c1)Cl)Cl","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1224","73-49-4","O=C1NC(Nc2cc(c(cc12)S(=O)(=O)N)Cl)CC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1225","655-86-7","n1c3ccccc3(nc2cc(N)c(N)cc12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1226","109143-18-2","O=[N+]([O-])c1oc2c(c1)c(OC)ccc2N(CCCl)CCCl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1227","6203-18-5","O=CC=Cc1ccc(cc1)N(C)C","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1228","525-66-6","OC(COc1cccc2ccccc12)CNC(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1229","286-20-4","O1C2CCCCC12","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1230","100-52-7","O=Cc1ccccc1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1231","56355-17-0","O=C(O)C(c2ccc(Oc1nccs1)cc2)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1232","20020-02-4","c1ccc2c(c1)c(c(c(c2Cl)Cl)Cl)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1233","151378-34-6","OC6c4ccc3c2cccc1cccc(c12)c3c4C5OC5C6(O)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1234","129927-37-3","O=C(OC(C#CCNCC)(C)C)C(O)(c1ccccc1)C2CCCCC2","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1235","2403-28-3","O=C(C=Cc1ccc(cc1)c2ccccc2)c3ccccc3","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1236","130-95-0","OC(c2ccnc1ccc(OC)cc12)C3N4CCC(C3)C(C=C)C4","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1237","626-16-4","c1cc(cc(c1)CCl)CCl","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1238","542-85-8","C(=NCC)=S","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1239","3114-70-3","NC1CCC(N)CC1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1240","120404-26-4","OCCNc2ccc(N=Nc1ccc(cc1)NCCO)cc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1242","3671-78-1","O=C(Nc2ccc3c1ccccc1Cc3(c2))c4ccccc4","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1243","58-27-5","O=C1C=C(C(=O)c2ccccc12)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1245","26002-80-2","O=C(OCc2cccc(Oc1ccccc1)c2)C3C(C=C(C)C)C3(C)(C)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1247","6051-98-5","O=C2c1ccccc1c3c4ccccc4(ccc23)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1248","66194-68-1","O=S(=O)(OC(C)CC)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1249","98-08-8","FC(F)(F)c1ccccc1","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1250","75464-11-8","O=C2c1c(O)cccc1C(C(=O)CCC)c3cccc(O)c23","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1251","66267-19-4","OC3C=Cc2c4cc5ccc1ccccc1c5(cc4(ccc2C3(O)))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1252","35287-69-5","O=C(OC)C12(Oc3ccc(c(O)c3(C(=O)C2(=C(O)CC(C)C1(O))))c4ccc5OC6(C(=O)OC)(C(C(=O)c5(c4(O)))=C(O)CC(C)C6(O)))","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1253","5859-11-0","O=S(=O)(O)c3ccc(N=Nc2c(O)ccc1cc(ccc12)S(=O)(=O)O)cc3","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1254","16048-40-1","N#[N+]c1cccc2C(=O)c3ccccc3(C(=O)c12)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1255","2461-43-0","O(c1ccccc1Cc2ccccc2)CC3OC3","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1256","2693-46-1","Nc2ccc4c1ccccc1c3cccc2c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1257","5422-34-4","O=C(NCCO)C(O)C","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1258","106-23-0","O=CCC(C)CCC=C(C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1260","555-77-1","N(CCCl)(CCCl)CCCl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1261","13345-62-5","c1ccc2c(c1)ccc4c2c(c3ccccc3c4CCl)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1262","589-17-3","c1cc(ccc1CCl)Br","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1263","522-06-5","n3c1occc1c(OC)c4cc2OCOc2c(OC)c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1264","1768-31-6","O=C(C(Cl)Cl)C(Cl)(Cl)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1265","153954-29-1","OCc3cc1ncc(nc1c2nc(N)n(c23)C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1266","2404-44-6","O1CC1CCCCCCCC","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1268","40568-90-9","c1ccc2c(c1)cc3ccc4ccc(c5ccc2c3c45)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1270","3268-87-9","O1c3c(Oc2c1c(c(c(c2Cl)Cl)Cl)Cl)c(c(c(c3Cl)Cl)Cl)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1271","82486-82-6","O=[N+]([O-])OCCN([N+](=O)[O-])CCCC","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1272","617-35-6","O=C(OCC)C(=O)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1273","683-51-2","O=CC(=C)Cl","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1274","111-84-2","CCCCCCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1275","517-66-8","O(c3cc4c1c5OCOc5(cc2c1C(N(C)CC2)Cc4(cc3(OC))))C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1276","13676-54-5","O=C1C=CC(=O)N1c2ccc(cc2)Cc3ccc(cc3)N4C(=O)C=CC4(=O)","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1277","71708-92-4","O=C(N(O)c2ccc(Oc1ccccc1)cc2)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1278","552-16-9","O=C(O)c1ccccc1[N+](=O)[O-]","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1279","134998-79-1","O=[N+]([O-])c5cc1cccc3c1c2c5(cccc2c4c3CCCC4)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1280","90147-21-0","O=C(OC(C)C)C=Cc1oc(cc1)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1281","1732-29-2","O=[N+]([O-])c1ccc2ccc3ccc(O)c4ccc1c2c34","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1283","27729-98-2","O=C(c1ccccc1)C3OC3(c2ccc(F)cc2)","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1284","119-15-3","O=[N+]([O-])c2ccc(Nc1ccc(O)cc1)c(c2)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1286","286-75-9","O1C2CCC3OC3(CCC12)","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1287","881-03-8","O=[N+]([O-])c1c2ccccc2(ccc1C)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1288","100310-95-0","OC2C=Cc1cc3c5cccc4cccc(c3(cc1C2(O)))c45","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1289","591-17-3","c1cc(cc(c1)Br)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1291","2212-67-1","O=C(N1CCCCCC1)SCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1292","103-83-3","c1ccc(cc1)CN(C)C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1293","108618-29-7","N#Cc1ccc(cc1)C=Cc2ccc(N)cc2","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1294","62-23-7","O=C(O)c1ccc(cc1)[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1295","98736-49-3","N#Cc1cccc(c1)CN(N=O)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1303","518-82-1","O=C1c3cc(O)cc(O)c3(C(=O)c2c(O)cc(cc12)C)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1304","624-92-0","CSSC","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1305","5667-20-9","ONc1ncnc2[nH]cnc12","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1307","764-42-1","N#CC=CC#N","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1309","100-22-1","c1cc(ccc1N(C)C)N(C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1310","67-99-2","O=C2N(C)C4(C(=O)N3C1C(=CC=CC1(O))CC23SS4)(CO)","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1311","102873-32-5","O=[N+]([O-])c1cccc(c1)c2ccc(cc2[N+](=O)[O-])[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1312","505-70-4","O=C(O)C=CC=CC(=O)O","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1313","126-72-7","O=P(OCC(CBr)Br)(OCC(CBr)Br)OCC(CBr)Br","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1314","621-31-8","Oc1cccc(c1)NCC","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1315","26946-33-8","O=[N+]([O-])c1cc(N)ccc1Cc2ccc(N)cc2[N+](=O)[O-]","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1316","611-34-7","n1cccc2c1cccc2(N)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1317","16650-32-1","Fc1ccc(F)c2cccnc12","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1318","1214-32-0","O=[N+]([O-])c2ccc3c1ccc(N)cc1Cc3(c2)","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1319","78111-17-8","O=C(O)C(O)(C)CC7OC1(OC(CC(=C1)C)C(C=CC6OC2(OC3C(O)C(=C)C(OC3(CC2))C(O)CC(C)C5OC4(OCCCC4)CCC5(C))(CC6))C)C(O)CC7","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1320","107673-63-2","O=[N+]([O-])C4=Cc3c5ccc1ccccc1c5(cc2cccc4(c23))","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1322","129401-88-3","O=C(C=C)N2CCN(c1ccccc1)CC2","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1323","123-11-5","O=Cc1ccc(OC)cc1","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1324","103-17-3","c1cc(ccc1CSc2ccc(cc2)Cl)Cl","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1325","319-84-6","C1(C(C(C(C(C1Cl)Cl)Cl)Cl)Cl)Cl","Training","NON-Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1326","5234-68-4","O=C(Nc1ccccc1)C2=C(OCCS2)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1327","2597-03-7","O=C(OCC)C(c1ccccc1)SP(OC)(OC)=S","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1328","333-41-5","n1c(OP(OCC)(OCC)=S)cc(nc1C(C)C)C","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1329","59804-37-4","O=C(Nc1ncccc1)C3=C(O)c2c(ccs2)S(=O)(=O)N3C","Training","NON-Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
"1330","56438-59-6","O(c1ccc(cc1)CCC2OC2)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1331","298-02-2","O(CC)P(OCC)(=S)SCSCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1332","96014-36-7","O=[N+]([O-])c3c(N)ccc2[nH]c1ccccc1c23","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1333","112-34-5","OCCOCCOCCCC","Training","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic","NON-Mutagenic"
"1335","129117-54-0","O(c1ccc2[nH]c3c(cc(N)c(c3(c2(c1)))C)C)C","Training","Mutagenic","Mutagenic","Mutagenic","Mutagenic"
"1336","21711-71-7","O=Nc1ccccc1c2ccccc2","Training","Mutagenic","Possible NON-Mutagenic","NON-Mutagenic",
